                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.6793,                 2.6021,                 1.5447,                 1.3429,                0.36104,                 0.4453,                0.33422,                0.14439,                0.34591,                0.43046,                0.31268,                0.11298,                 2.0495,                 3.0536,                 2.2507,                 1.5926,              0.0018812,              0.0018812,              0.0018812
                     15,                 1.6795,                 2.5979,                 1.5709,                 1.3576,                0.45148,                0.36424,                0.35812,                0.15185,                0.44683,                0.30493,                0.31224,                  0.115,                 2.1269,                 3.0938,                 2.1571,                 1.6801,              0.0018713,              0.0018713,              0.0018713
                     16,                 1.6433,                 2.5294,                 1.5735,                 1.3376,                0.41913,                0.29139,                0.28788,                0.11388,                0.39957,                0.27815,                0.26831,                0.10477,                 2.0582,                 3.0545,                 2.2363,                  1.636,              0.0018614,              0.0018614,              0.0018614
                     17,                 1.6541,                 2.5678,                 1.4932,                 1.3036,                0.47399,                0.31032,                0.29536,                0.11108,                0.42785,                0.30464,                0.25669,                0.09452,                 2.0354,                  2.949,                 2.2983,                 1.6024,              0.0018515,              0.0018515,              0.0018515
                     18,                 1.6415,                 2.4146,                 1.3875,                 1.2804,                0.52176,                0.40397,                0.39758,                0.18736,                0.53265,                0.39735,                0.38361,                0.17011,                 1.9555,                 2.9292,                 2.0349,                 1.5223,              0.0018416,              0.0018416,              0.0018416
                     19,                 1.6399,                 2.4916,                 1.4468,                 1.3156,                0.46708,                0.45033,                0.44598,                0.18523,                  0.459,                0.43709,                0.41332,                0.14588,                 1.9851,                 2.9078,                 1.9528,                 1.5364,              0.0018317,              0.0018317,              0.0018317
                     20,                 1.6105,                 2.5839,                 1.4926,                 1.2986,                0.54033,                0.37748,                0.42252,                0.18911,                0.53085,                0.37086,                0.39982,                0.14732,                 2.1113,                 3.4024,                 2.0911,                 1.5844,              0.0018218,              0.0018218,              0.0018218
                     21,                  1.579,                 2.4825,                 1.4716,                  1.307,                0.47873,                0.40397,                0.41817,                0.16909,                0.47612,                 0.4153,                0.39684,                0.14506,                 2.0232,                 3.0654,                 2.1125,                 1.5919,              0.0018119,              0.0018119,              0.0018119
                     22,                 1.5467,                 2.3906,                 1.4252,                 1.2792,                0.45306,                 0.4702,                0.39322,                0.17881,                0.45371,                0.47682,                0.38708,                0.14902,                 1.9834,                 2.9906,                 2.0093,                  1.518,               0.001802,               0.001802,               0.001802
                     23,                 1.5965,                  2.369,                 1.4587,                 1.2988,                0.48067,                0.39073,                0.40312,                0.17669,                0.46764,                0.37086,                0.37695,                0.15577,                 2.0249,                 2.9643,                 2.2403,                 1.6373,              0.0017921,              0.0017921,              0.0017921
                     24,                 1.6651,                 2.5263,                 1.4701,                 1.3671,                0.38621,                0.32088,                0.29047,                0.12047,                0.39945,                0.31788,                0.28583,                0.10985,                 2.0644,                 3.0264,                 2.1032,                 1.6466,              0.0017822,              0.0017822,              0.0017822
                     25,                 1.6235,                 2.4474,                 1.4303,                 1.3376,                0.40736,                0.34437,                0.26849,                0.12799,                0.39615,                 0.3245,                0.25543,                0.10811,                 2.0312,                 3.0091,                 2.2444,                 1.6788,              0.0017723,              0.0017723,              0.0017723
                     26,                 1.5759,                 2.3607,                 1.4449,                 1.3142,                0.52888,                0.31225,                0.33519,                0.15138,                0.47391,                0.33113,                0.31844,                0.12503,                 2.0434,                 2.9573,                 2.3492,                 1.5895,              0.0017624,              0.0017624,              0.0017624
                     27,                 1.5784,                 2.4326,                 1.3739,                 1.2922,                0.53288,                0.33998,                0.41054,                 0.2043,                0.44298,                0.33775,                0.36701,                0.16859,                 1.9517,                 2.9163,                  2.085,                  1.519,              0.0017525,              0.0017525,              0.0017525
                     28,                 1.5714,                 2.4082,                 1.3534,                 1.2935,                0.41984,                0.51656,                0.45751,                0.19594,                0.40333,                0.48344,                0.42526,                0.16481,                 1.9317,                 2.7935,                 1.8411,                 1.4949,              0.0017426,              0.0017426,              0.0017426
                     29,                 1.5439,                 2.3041,                 1.2932,                 1.2599,                0.33518,                0.46745,                0.38028,                0.15637,                0.28115,                0.45695,                0.34765,                0.12306,                 1.9778,                 2.9775,                  2.019,                 1.5048,              0.0017327,              0.0017327,              0.0017327
                     30,                 1.5195,                 2.3776,                 1.2566,                 1.2631,                0.35232,                0.30464,                0.26486,                0.13476,                0.35232,                0.30464,                0.25529,                0.11272,                 2.0443,                  3.137,                 2.3738,                 1.6567,              0.0017228,              0.0017228,              0.0017228
                     31,                 1.5538,                 2.3852,                 1.2869,                 1.2676,                 0.5594,                0.33113,                0.37978,                0.18244,                0.54246,                0.33775,                0.36592,                0.16036,                  1.981,                 2.9493,                 2.1767,                 1.5602,              0.0017129,              0.0017129,              0.0017129
                     32,                 1.5769,                 2.3352,                 1.3526,                 1.2767,                 0.4145,                 0.4106,                0.35721,                0.16042,                0.41871,                0.35762,                 0.3355,                0.13523,                 2.0514,                 3.1108,                 2.0966,                 1.5329,               0.001703,               0.001703,               0.001703
                     33,                  1.543,                 2.4651,                 1.3415,                 1.2832,                0.54403,                0.36424,                0.41462,                0.20251,                0.47918,                0.39073,                0.41382,                0.17075,                 1.9383,                 2.9297,                 1.8605,                 1.4973,              0.0016931,              0.0016931,              0.0016931
                     34,                 1.4839,                 2.2755,                  1.245,                 1.2462,                0.43633,                0.43046,                0.42657,                0.17269,                0.43669,                0.42384,                0.40388,                0.14949,                  2.011,                 2.9734,                 2.0348,                 1.5348,              0.0016832,              0.0016832,              0.0016832
                     35,                 1.5094,                 2.3033,                 1.2355,                 1.2476,                0.68942,                0.30873,                0.37245,                 0.1792,                0.64977,                0.33775,                0.37211,                0.15071,                 1.9564,                  3.049,                 2.0737,                 1.4614,              0.0016733,              0.0016733,              0.0016733
                     36,                 1.4862,                 2.2344,                  1.225,                 1.2588,                0.66132,                0.34437,                0.42355,                0.18434,                0.64481,                0.33775,                0.39901,                0.16042,                 2.0971,                 3.1581,                 2.2059,                 1.5965,              0.0016634,              0.0016634,              0.0016634
                     37,                 1.5231,                 2.3538,                 1.3295,                 1.2617,                0.52779,                0.39972,                0.43203,                0.18941,                0.55402,                0.41959,                0.42136,                 0.1721,                 2.0512,                 3.0981,                 2.0983,                 1.6143,              0.0016535,              0.0016535,              0.0016535
                     38,                 1.5217,                 2.3617,                 1.2516,                 1.2791,                0.50201,                0.48344,                0.47412,                0.20984,                0.48733,                0.42808,                0.43578,                0.16089,                  2.015,                 3.0231,                 1.8301,                 1.5136,              0.0016436,              0.0016436,              0.0016436
                     39,                 1.5406,                 2.2862,                  1.289,                 1.2619,                 0.4684,                0.45695,                0.45936,                 0.2019,                0.74587,                0.36424,                0.46753,                0.19043,                 2.0462,                 2.9544,                 1.9789,                 1.6049,              0.0016337,              0.0016337,              0.0016337
                     40,                 1.5232,                 2.3885,                  1.219,                 1.2486,                0.47531,                0.45695,                0.44933,                0.22229,                0.53874,                0.43046,                0.43127,                0.17238,                 1.9874,                  3.146,                  1.947,                 1.5497,              0.0016238,              0.0016238,              0.0016238
                     41,                 1.5062,                 2.3512,                 1.2253,                 1.2423,                0.52884,                0.45695,                0.44214,                0.21436,                0.50161,                0.39735,                0.39782,                0.17647,                 1.9879,                 2.9316,                  1.802,                 1.4936,              0.0016139,              0.0016139,              0.0016139
                     42,                  1.526,                 2.3761,                 1.2373,                 1.2504,                0.52636,                0.36424,                 0.3684,                0.16718,                0.53504,                 0.3658,                0.38014,                0.15338,                  2.003,                 3.0578,                 2.1367,                 1.5684,               0.001604,               0.001604,               0.001604
                     43,                 1.5022,                 2.3326,                  1.237,                 1.2257,                0.53998,                0.43709,                0.46942,                0.19529,                0.53787,                0.43937,                0.46624,                0.17103,                 2.0162,                 3.0073,                 1.9403,                   1.57,              0.0015941,              0.0015941,              0.0015941
                     44,                 1.4926,                 2.2535,                 1.2055,                  1.224,                0.53345,                0.40397,                0.43393,                0.17278,                 0.5247,                0.39735,                0.42638,                0.14851,                 2.1595,                 3.1317,                  1.927,                 1.6417,              0.0015842,              0.0015842,              0.0015842
                     45,                 1.5429,                 2.2447,                 1.1573,                 1.2365,                  0.419,                0.44371,                0.41201,                0.19397,                0.55226,                0.36424,                0.40911,                0.17001,                 2.0333,                 2.8683,                 1.9859,                 1.6175,              0.0015743,              0.0015743,              0.0015743
                     46,                 1.5127,                  2.303,                 1.1568,                 1.2298,                0.53422,                0.35762,                0.38047,                0.16821,                0.53422,                0.35762,                0.37895,                0.16486,                 2.0811,                  3.051,                 1.9679,                 1.5822,              0.0015644,              0.0015644,              0.0015644
                     47,                 1.4452,                 2.2485,                 1.1414,                 1.2081,                0.44435,                0.49254,                0.44012,                0.19753,                 0.4273,                0.47437,                0.39916,                0.16152,                 1.9716,                 2.9878,                 1.8578,                 1.5224,              0.0015545,              0.0015545,              0.0015545
                     48,                   1.48,                 2.2245,                 1.1637,                 1.2337,                 0.5355,                0.46573,                0.47739,                0.20903,                0.58282,                0.38859,                 0.4317,                0.14955,                 2.0285,                 3.0491,                 1.8909,                 1.5709,              0.0015446,              0.0015446,              0.0015446
                     49,                 1.5162,                 2.3674,                    1.2,                 1.2328,                0.51928,                0.37748,                  0.396,                 0.1897,                0.54847,                0.39735,                0.40422,                0.17767,                 1.9704,                 2.9509,                 1.9198,                 1.4761,              0.0015347,              0.0015347,              0.0015347
                     50,                 1.4775,                   2.27,                 1.1487,                 1.2235,                0.55911,                0.42384,                0.45314,                0.20073,                0.52417,                0.39735,                0.40491,                0.15847,                 2.0166,                 2.9694,                  2.109,                  1.476,              0.0015248,              0.0015248,              0.0015248
                     51,                 1.4692,                  2.253,                 1.1649,                 1.2132,                0.53542,                0.39735,                0.39226,                0.15691,                 0.5231,                0.39073,                0.37513,                0.13456,                 2.0753,                 3.2272,                 2.0895,                 1.5317,              0.0015149,              0.0015149,              0.0015149
                     52,                 1.4761,                 2.2928,                 1.1613,                 1.2179,                0.48043,                0.50331,                0.46123,                0.22187,                0.47376,                0.48889,                0.44535,                0.19449,                 1.9421,                 2.9302,                 1.7952,                 1.5171,               0.001505,               0.001505,               0.001505
                     53,                 1.4472,                 2.2723,                 1.1115,                 1.2109,                 0.5277,                0.43046,                0.41426,                0.20362,                0.54565,                0.44371,                0.42375,                0.18253,                 1.9862,                  2.925,                 1.8864,                 1.5444,              0.0014951,              0.0014951,              0.0014951
                     54,                  1.454,                 2.2348,                 1.0738,                 1.2059,                0.50418,                0.41722,                0.41067,                0.17247,                0.56366,                0.36788,                0.39038,                0.15311,                 2.1517,                 3.0579,                 2.2244,                 1.6273,              0.0014852,              0.0014852,              0.0014852
                     55,                 1.4131,                 2.2121,                 1.1058,                 1.1827,                0.74875,                0.37501,                0.44933,                0.21656,                0.69478,                0.37086,                 0.4436,                0.19239,                 1.9742,                 2.8886,                 2.0112,                 1.5693,              0.0014753,              0.0014753,              0.0014753
                     56,                 1.4037,                 2.2682,                 1.0803,                  1.203,                0.67652,                0.40397,                 0.4711,                0.22647,                0.70209,                0.39735,                0.45034,                0.19805,                  1.999,                  2.849,                 1.9234,                 1.6254,              0.0014654,              0.0014654,              0.0014654
                     57,                 1.4233,                 2.2393,                 1.0819,                 1.1999,                0.61753,                0.41701,                0.47499,                0.22306,                0.59221,                0.45204,                 0.4775,                0.20605,                 1.8985,                 2.8428,                 1.8401,                 1.4994,              0.0014555,              0.0014555,              0.0014555
                     58,                 1.4047,                 2.1879,                 1.0578,                 1.1994,                0.67999,                0.40811,                0.48539,                0.23497,                0.66261,                0.39073,                0.46014,                0.20191,                  1.894,                 2.7898,                 1.8336,                 1.5004,              0.0014456,              0.0014456,              0.0014456
                     59,                 1.4636,                 2.2459,                 1.0815,                 1.2133,                0.66916,                0.33113,                0.43302,                0.18085,                0.67118,                0.33113,                0.41911,                0.15925,                 2.0764,                 2.9941,                 1.9301,                 1.5556,              0.0014357,              0.0014357,              0.0014357
                     60,                 1.3818,                 2.1839,                 1.0788,                 1.1796,                0.35103,                0.42384,                0.35929,                0.15401,                0.38924,                0.37086,                0.34864,                0.13264,                 2.0982,                 3.0703,                 2.0493,                 1.6109,              0.0014258,              0.0014258,              0.0014258
                     61,                 1.3807,                 2.1469,                 1.0283,                 1.2012,                0.57396,                0.39735,                0.49743,                0.22931,                0.56426,                0.36877,                0.45497,                0.19717,                 1.9892,                 3.0109,                 1.8907,                 1.5465,              0.0014159,              0.0014159,              0.0014159
                     62,                 1.4454,                    2.2,                 1.0741,                 1.2022,                0.54993,                0.42888,                 0.4471,                0.21309,                 0.5325,                0.41722,                  0.422,                 0.1811,                 1.9538,                 2.9704,                 2.0221,                 1.5539,               0.001406,               0.001406,               0.001406
                     63,                 1.4077,                 2.1684,                  1.066,                 1.1868,                0.58952,                0.37748,                0.43795,                0.20229,                0.57777,                0.37086,                0.43412,                0.15934,                 1.9828,                 2.9355,                 2.0911,                 1.5427,              0.0013961,              0.0013961,              0.0013961
                     64,                 1.3781,                 2.1514,                  1.034,                 1.1849,                0.49355,                0.49007,                 0.4416,                0.22139,                0.46653,                0.46358,                0.41529,                0.17622,                 1.9762,                 3.0403,                 1.8479,                 1.5061,              0.0013862,              0.0013862,              0.0013862
                     65,                 1.4387,                 2.1833,                 1.0712,                 1.2291,                0.53659,                0.43709,                0.43572,                 0.2038,                0.53134,                0.42384,                0.41691,                0.17786,                 1.9995,                 3.1145,                 1.8823,                 1.5779,              0.0013763,              0.0013763,              0.0013763
                     66,                 1.3967,                 2.1586,                 1.0332,                 1.1909,                0.75617,                0.34917,                0.44899,                0.21537,                0.60937,                0.39258,                0.45062,                0.19682,                 2.0073,                 2.9794,                 2.0903,                 1.5661,              0.0013664,              0.0013664,              0.0013664
                     67,                 1.3649,                 2.2028,                 1.0192,                 1.1665,                0.70047,                 0.3717,                0.45371,                0.21537,                0.73747,                0.37207,                0.43816,                 0.1893,                 1.9912,                 3.0518,                 2.0593,                 1.5776,              0.0013565,              0.0013565,              0.0013565
                     68,                 1.4391,                 2.2099,                 1.0879,                 1.1903,                0.59105,                0.42384,                0.43114,                0.20375,                0.61062,                0.42581,                0.42889,                0.16473,                 2.0326,                 3.0448,                 2.0876,                 1.5549,              0.0013466,              0.0013466,              0.0013466
                     69,                  1.403,                 2.1618,                 1.0578,                  1.179,                0.51772,                0.45695,                0.42221,                 0.1952,                0.48973,                0.42384,                0.39133,                0.16431,                  1.955,                 2.9494,                 1.9788,                 1.5624,              0.0013367,              0.0013367,              0.0013367
                     70,                 1.4046,                 2.1727,                 1.0447,                 1.1826,                0.51948,                0.42242,                0.44563,                0.20797,                0.52484,                0.43709,                0.44908,                0.18482,                 2.0354,                 2.9538,                 1.9921,                 1.6225,              0.0013268,              0.0013268,              0.0013268
                     71,                  1.401,                 2.2279,                 1.0568,                   1.18,                0.62297,                0.38411,                0.47204,                0.21799,                0.64305,                0.39735,                0.47861,                 0.1925,                 1.9872,                 2.7774,                 1.8979,                 1.5267,              0.0013169,              0.0013169,              0.0013169
                     72,                 1.3978,                 2.1414,                 1.0388,                 1.1689,                0.43184,                 0.4106,                0.39878,                0.19872,                0.41224,                 0.4106,                0.39353,                0.16226,                 2.0463,                 2.9155,                  2.035,                 1.5978,               0.001307,               0.001307,               0.001307
                     73,                 1.3968,                 2.1723,                 1.0452,                 1.1901,                0.56075,                0.42384,                0.47068,                0.23018,                0.57772,                 0.4349,                0.46665,                 0.1923,                 1.9429,                 2.8675,                 1.7097,                 1.5031,              0.0012971,              0.0012971,              0.0012971
                     74,                 1.3788,                  2.136,                 1.0352,                 1.1747,                0.55464,                0.46188,                0.47418,                0.24035,                 0.5388,                0.45647,                0.46393,                0.21139,                 1.9597,                 2.7891,                 1.8725,                 1.5077,              0.0012872,              0.0012872,              0.0012872
                     75,                  1.406,                 2.1815,                 1.0636,                 1.1913,                0.57224,                0.38096,                0.42767,                0.20482,                0.54195,                0.36045,                0.39461,                0.17771,                 1.9725,                 2.8714,                 2.1032,                 1.6012,              0.0012773,              0.0012773,              0.0012773
                     76,                 1.3427,                 2.1434,                0.99521,                 1.1495,                0.65256,                0.44371,                 0.4917,                0.24048,                0.68409,                0.45893,                0.51171,                0.22179,                  1.945,                 2.8057,                 1.8377,                 1.5047,              0.0012674,              0.0012674,              0.0012674
                     77,                 1.3385,                 2.0905,                0.96219,                 1.1405,                0.57355,                0.46315,                0.50948,                0.23483,                0.47756,                0.45695,                0.45321,                0.18715,                 2.0507,                 3.0373,                 1.8533,                 1.5208,              0.0012575,              0.0012575,              0.0012575
                     78,                 1.3522,                 2.1511,                0.97785,                 1.1561,                0.53497,                0.51044,                0.49975,                0.23527,                0.52531,                 0.4702,                0.45353,                0.20008,                 2.0253,                 2.9526,                 1.8604,                 1.5477,              0.0012476,              0.0012476,              0.0012476
                     79,                 1.3327,                 2.1027,                0.96396,                 1.1397,                0.52176,                0.51656,                0.49585,                0.23892,                0.72305,                0.38039,                0.46513,                0.21402,                 1.9989,                 2.9307,                 1.9025,                 1.5642,              0.0012377,              0.0012377,              0.0012377
                     80,                 1.3834,                 2.1103,                 1.0075,                 1.1797,                 0.6175,                0.37086,                0.45921,                0.21862,                0.62126,                0.37748,                0.44099,                0.19864,                  2.025,                 2.8844,                 1.9558,                 1.5928,              0.0012278,              0.0012278,              0.0012278
                     81,                 1.3655,                 2.0848,                0.99943,                 1.1779,                0.54637,                0.39883,                0.43974,                0.21989,                0.53022,                0.41722,                0.43391,                0.19592,                 2.0076,                 2.8832,                 2.1292,                 1.5285,              0.0012179,              0.0012179,              0.0012179
                     82,                 1.3351,                 2.0861,                0.93326,                 1.1488,                0.64599,                0.38411,                0.46762,                0.23565,                0.70219,                0.37478,                0.45793,                0.20651,                 1.9796,                 2.8797,                 2.0135,                 1.5376,               0.001208,               0.001208,               0.001208
                     83,                  1.298,                 2.1175,                0.93717,                 1.1496,                0.64171,                0.40328,                0.44291,                0.22623,                0.61469,                0.39735,                0.42008,                0.19636,                 1.9114,                 3.0277,                  2.206,                 1.5393,              0.0011981,              0.0011981,              0.0011981
                     84,                 1.3395,                  2.133,                0.96379,                 1.1734,                0.54936,                0.47634,                0.47574,                0.22733,                0.55608,                 0.4702,                0.46931,                 0.2075,                 1.8859,                  2.907,                 1.9039,                 1.4843,              0.0011882,              0.0011882,              0.0011882
                     85,                  1.311,                 2.0442,                0.92813,                 1.1423,                0.67299,                0.38411,                0.44699,                0.21901,                0.67299,                0.38411,                0.42739,                0.18624,                 1.9756,                 2.9122,                   1.92,                  1.537,              0.0011783,              0.0011783,              0.0011783
                     86,                 1.2533,                 2.0248,                0.87795,                 1.1128,                0.67193,                0.39336,                0.46137,                0.22851,                0.63969,                0.37626,                0.42073,                0.18526,                 1.9836,                 2.9976,                 1.9397,                   1.56,              0.0011684,              0.0011684,              0.0011684
                     87,                 1.3224,                 1.9973,                0.90248,                 1.1405,                0.61494,                0.39133,                0.46187,                0.22618,                0.58267,                0.39735,                0.43051,                0.17973,                 1.9583,                 2.9647,                  1.973,                 1.5202,              0.0011585,              0.0011585,              0.0011585
                     88,                 1.3318,                 2.1011,                0.95477,                 1.1412,                0.63807,                0.40864,                0.46573,                0.22528,                0.61785,                0.39617,                0.43734,                0.19359,                 1.9963,                 2.8903,                 2.0329,                 1.5915,              0.0011486,              0.0011486,              0.0011486
                     89,                 1.2958,                 2.0446,                0.92154,                 1.1226,                0.71805,                0.38794,                0.45911,                0.22511,                0.70637,                0.37086,                0.43789,                0.19273,                 1.9631,                 2.9687,                 1.9579,                 1.5853,              0.0011387,              0.0011387,              0.0011387
                     90,                  1.271,                 2.0147,                0.89272,                  1.124,                 0.6038,                 0.4702,                0.48698,                0.22873,                0.57589,                0.42384,                0.43763,                0.18478,                 2.0101,                 3.0173,                 2.0561,                 1.6057,              0.0011288,              0.0011288,              0.0011288
                     91,                 1.2671,                 2.0178,                0.88635,                 1.1179,                0.67497,                0.40397,                0.46074,                0.21642,                0.67026,                 0.4106,                0.43479,                0.18305,                 2.0149,                 3.0223,                 2.0168,                 1.5528,              0.0011189,              0.0011189,              0.0011189
                     92,                  1.334,                 1.9417,                0.89162,                 1.1496,                0.68069,                0.43046,                0.51594,                0.21899,                0.68975,                0.44371,                0.50574,                0.20422,                 2.1211,                 3.0567,                 1.8366,                 1.6518,               0.001109,               0.001109,               0.001109
                     93,                 1.2682,                 2.0273,                0.89381,                 1.1232,                0.73388,                0.43709,                0.52163,                0.24094,                 0.6539,                0.40397,                0.47137,                0.20329,                 1.9743,                 2.9864,                 1.7885,                 1.5705,              0.0010991,              0.0010991,              0.0010991
                     94,                 1.3037,                 2.0495,                0.90855,                 1.1345,                0.72331,                0.39073,                0.50692,                0.24766,                0.70882,                0.38411,                0.48741,                0.21351,                 1.9886,                 2.8904,                 1.8586,                 1.5332,              0.0010892,              0.0010892,              0.0010892
                     95,                 1.3187,                 2.0742,                0.92283,                 1.1482,                0.60793,                0.45183,                0.49038,                0.24442,                0.59755,                0.45033,                0.46529,                0.20421,                 1.9769,                 2.9367,                 2.0555,                 1.5194,              0.0010793,              0.0010793,              0.0010793
                     96,                 1.3071,                  2.107,                0.96343,                 1.1411,                0.74442,                0.35099,                0.47328,                0.23248,                0.73666,                0.33113,                0.43575,                0.19578,                 1.9461,                   2.99,                 2.1216,                  1.547,              0.0010694,              0.0010694,              0.0010694
                     97,                 1.2862,                  2.016,                0.89288,                 1.1177,                0.86161,                0.37109,                0.51733,                0.24975,                0.82265,                0.35099,                0.47196,                0.20778,                  1.954,                  2.876,                 1.8371,                 1.4912,              0.0010595,              0.0010595,              0.0010595
                     98,                 1.2604,                 2.0065,                0.88305,                  1.113,                0.53929,                 0.5298,                0.48235,                0.23771,                0.52602,                0.48344,                0.45466,                0.19892,                 1.8767,                 2.8898,                 1.7868,                 1.4406,              0.0010496,              0.0010496,              0.0010496
                     99,                 1.2805,                 1.9953,                0.89625,                 1.1244,                0.64609,                0.46358,                0.47888,                0.22219,                0.63654,                0.44075,                0.44094,                0.19824,                  1.972,                 3.0245,                  1.952,                 1.5268,              0.0010397,              0.0010397,              0.0010397
                    100,                 1.2561,                 2.0365,                0.86872,                 1.1064,                 0.7095,                0.38411,                0.48892,                0.24857,                0.57364,                0.44553,                0.45892,                0.20375,                 1.9476,                 3.0382,                 1.9192,                  1.527,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.2352,                 2.0383,                0.85128,                 1.1125,                0.60382,                0.43403,                0.50057,                 0.2444,                0.62071,                0.44371,                0.47708,                0.21372,                 1.9635,                 2.9688,                 1.8377,                 1.5188,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.2367,                 1.9352,                0.83683,                  1.123,                0.57729,                0.43709,                0.48347,                 0.2453,                0.66363,                 0.4106,                0.47812,                0.21393,                 1.9879,                  3.011,                 2.2302,                 1.5401,                0.00101,                0.00101,                0.00101
                    103,                 1.2462,                 1.9971,                0.84879,                 1.1206,                0.63189,                0.45695,                0.46473,                0.22622,                0.62033,                  0.422,                0.43636,                0.20027,                 1.9916,                 3.0847,                 2.1911,                 1.5726,              0.0010001,              0.0010001,              0.0010001
                    104,                   1.24,                 2.0328,                0.87886,                 1.1007,                0.66152,                0.42713,                0.47686,                0.23531,                0.65843,                0.39735,                0.44464,                 0.2009,                 2.0027,                 2.9831,                 1.9807,                 1.6116,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.2577,                 1.9446,                0.83987,                 1.1132,                0.70081,                 0.4106,                0.49598,                 0.2366,                 0.6895,                0.40397,                 0.4559,                 0.2042,                 1.9587,                  3.032,                 2.0369,                 1.5348,              0.0009803,              0.0009803,              0.0009803
                    106,                 1.2509,                 1.9906,                0.86971,                 1.1138,                0.68216,                 0.4122,                0.50723,                0.25929,                0.68216,                 0.4122,                0.47613,                0.21546,                 1.9671,                 3.0647,                 2.0879,                 1.5155,              0.0009704,              0.0009704,              0.0009704
